Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
istituto bruno munari,46,46,320,36,0.00,https://www.scuoladvisor.it/scuole/12712/is-bruno-munari,0,0,0.00,0,373000,"[29,54,54,44,36,54,44,15,15,54,54,44]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
istituto bruno munari,63,63,320,36,0.00,https://www.scuoladvisor.it/scuole/47363/bruno-munari,0,0,0.00,0,373000,"[29,54,54,44,36,54,44,15,15,54,54,44]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
istituto bruno munari,75,75,320,36,0.00,https://www.scuoladvisor.it/scuole/35777/bruno-munari-nibionno,0,0,0.00,0,373000,"[29,54,54,44,36,54,44,15,15,54,54,44]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
istituto bruno munari,89,89,320,36,0.00,https://www.scuoladvisor.it/scuole/28168/bruno-munari,0,0,0.00,0,373000,"[29,54,54,44,36,54,44,15,15,54,54,44]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
liceo primo torino,88,88,110,18,0.00,https://www.scuoladvisor.it/scuole/22534,0,0,0.00,0.01,5510000,"[21,34,21,21,15,28,34,43,21,81,53,34]",2026-02-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
istituto comprensivo marchirolo,41,41,1000,12,0.00,https://www.scuoladvisor.it/lombardia/marchirolo/istituto-comprensivo,0,0,0.00,0,0,"[41,54,100,66,79,36,10,16,41,30,16,10]",2026-03-07,"Knowledge panel, Image","informational, navigational",Organic
ic turoldo montereale,8,8,90,21,0.00,https://www.scuoladvisor.it/scuole/21112,0,0,0.00,0,1730,"[100,78,78,78,100,78,28,14,14,50,78,50]",2026-02-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
iis colombo roma,36,36,170,37,1.31,https://www.scuoladvisor.it/scuole/3900,0,0,0.00,0.03,220000,"[28,28,28,23,28,23,35,53,43,82,82,53]",2026-02-24,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
iis colombo roma,46,46,170,37,1.31,https://www.scuoladvisor.it/scuole/3900,0,0,0.00,0.03,220000,"[28,28,28,23,28,23,35,53,43,82,82,53]",2026-02-24,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
i.c. giovanni xxiii,51,51,260,33,0.00,https://www.scuoladvisor.it/scuole/7457/ic-giovanni-xxiii-piazzi-pa,0,0,0.00,0.03,953000,"[0,0,100,23,100]",2026-02-07,"Local pack, Image pack, Video, Related searches",commercial,Organic
iis scappi,10,10,110,26,0.00,https://www.scuoladvisor.it/scuole/33411/iis-bartolomeo-scappi,0,0,0.00,0,7960,"[21,34,28,34,21,28,28,15,21,81,43,34]",2026-02-06,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic roccella ionica,40,40,70,21,0.00,https://www.scuoladvisor.it/scuole/14302/ic-campofelice-di-roccella,0,0,0.00,0.33,6210,"[3,23,18,18,15,23,11,5,3,3,3,3]",2026-02-09,"Video, People also ask, Related searches",informational,Organic
ic roccella ionica,50,50,70,21,0.00,https://www.scuoladvisor.it/scuole/33592/roccella-jonica-cannolaro,0,0,0.00,0.33,6210,"[3,23,18,18,15,23,11,5,3,3,3,3]",2026-02-09,"Video, People also ask, Related searches",informational,Organic
ics san fior,29,29,260,25,0.00,https://www.scuoladvisor.it/veneto/san-fior/istituto-comprensivo,0,0,0.00,0,339000,"[13,20,16,13,13,16,20,16,13,45,20,16]",2026-02-24,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
quinto orazio flacco castellaneta,33,33,140,35,0.00,https://www.scuoladvisor.it/scuole/8879,0,0,0.00,0,5320,"[14,29,22,14,14,22,29,29,29,66,29,14]",2026-02-11,"Local pack, Sitelinks, Video, Image, Related searches","commercial, navigational",Organic
convitto galluppi catanzaro,35,35,1000,40,0.00,https://www.scuoladvisor.it/scuole/4503,0,0,0.00,0,6490,"[36,54,41,41,30,41,54,13,16,54,54,41]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
serrani falconara,70,70,140,13,0.00,https://www.scuoladvisor.it/scuole/20848/donatello-serrani,0,0,0.00,0,8510,"[28,35,28,23,17,28,28,28,23,82,43,35]",2026-02-27,"Local pack, Video, Image, Related searches","commercial, navigational",Organic
capellinisauro,21,21,140,35,0.00,https://www.scuoladvisor.it/scuole/2215/sauro,0,0,0.00,0.01,26200,"[1,0,2,4,0,1,1,2,1,3,2,2]",2026-02-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
licei a varese,82,82,90,22,0.00,https://www.scuoladvisor.it/lombardia/varese/liceo-scientifico,0,0,0.00,0.01,0,"[33,52,42,42,33,52,42,33,42,42,42,33]",2026-03-13,"Local pack, Video, Image, Related searches",commercial,Organic
giordano bruno liceo budrio,25,25,170,25,0.00,https://www.scuoladvisor.it/scuole/11579,0,0,0.00,0,8400,"[35,43,35,35,14,35,35,35,29,54,43,43]",2026-02-12,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic caro 85 berlingieri,23,23,90,13,0.00,https://www.scuoladvisor.it/scuole/26852/na-ic-caro-cd-85-berlingieri,0,0,0.00,0.04,2450,"[41,41,29,41,41,52,82,64,29,82,64,100]",2026-02-10,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
scuola cesate,36,36,110,29,0.00,https://www.scuoladvisor.it/lombardia/cesate,0,0,0.00,0,166,"[14,100,78,100,100,100,14,7,14,100,100,100]",2026-03-16,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
ic borrelli,69,69,210,33,0.00,https://www.scuoladvisor.it/scuole/46318/na-ic-tito-livio-fiorelli,0,0,0.00,0,603000,"[23,36,29,29,19,29,36,6,6,54,81,36]",2026-02-10,"Sitelinks, Video, Related searches",navigational,Organic
rmpc320006,18,18,140,21,0.00,https://www.scuoladvisor.it/scuole/8397,0,0,0.00,0.01,2080,"[5,4,5,21,5,11,4,32,11,26,7,14]",2026-02-19,"Sitelinks, People also ask, Related searches","informational, transactional",Organic
itt barsanti galilei sede galilei,12,12,390,14,0.00,https://www.scuoladvisor.it/scuole/264/is-barsanti-galilei,0,0,0.00,0.08,2450,"[66,66,66,54,44,66,54,35,28,100,100,100]",2026-02-07,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ipsia ala ponzone cimino,13,13,210,,0.00,https://www.scuoladvisor.it/scuole/21607/ip-ala-ponzone-cimino,0,0,0.00,0.08,738,"[19,15,19,19,19,29,23,12,12,54,36,29]",2026-02-07,"Knowledge panel, Image pack, Image, People also ask, Related searches","informational, transactional",Organic
ic pg 12,81,81,90,25,0.00,https://www.scuoladvisor.it/scuole/34386/ic-perugia-5,0,0,0.00,0,111000000,"[9,9,42,52,52,66,42,23,19,52,66,52]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic pg 12,91,91,90,25,0.00,https://www.scuoladvisor.it/scuole/15688/i-c-perugia-4,0,0,0.00,0,111000000,"[9,9,42,52,52,66,42,23,19,52,66,52]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
pacinotti cagliari,43,43,2400,37,0.00,https://www.scuoladvisor.it/scuole/2817,0,0,0.00,0,255000,"[43,43,36,28,24,24,36,13,19,54,36,36]",2026-02-14,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto bramante,29,29,260,33,0.00,https://www.scuoladvisor.it/scuole/1234/donato-bramante,0,0,0.00,0.06,467000,"[35,43,54,43,22,35,29,35,18,81,100,81]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto bramante,56,56,260,33,0.00,https://www.scuoladvisor.it/scuole/15215/liceo-d-bramante,0,0,0.00,0.06,467000,"[35,43,54,43,22,35,29,35,18,81,100,81]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto bramante,79,79,260,33,0.00,https://www.scuoladvisor.it/scuole/29846/primaria-bramante,0,0,0.00,0.06,467000,"[35,43,54,43,22,35,29,35,18,81,100,81]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo crespi,68,68,90,24,0.00,https://www.scuoladvisor.it/scuole/16392,0,0,0.00,0,19000,"[12,23,17,23,10,17,10,12,17,53,53,28]",2026-02-23,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
liceo classico a caro,91,91,70,17,0.00,https://www.scuoladvisor.it/scuole/16827/lic-cl-acaro-fermo,0,0,0.00,0.33,651000,"[12,28,34,28,21,21,21,21,21,34,6,6]",2026-02-11,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic garibaldi capolona,60,60,110,33,0.00,https://www.scuoladvisor.it/scuole/33340/g-garibaldi,0,0,0.00,0,2600,"[18,18,18,14,14,18,54,29,22,54,22,22]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
convitto nazionale cicognini,57,57,1300,30,0.00,https://www.scuoladvisor.it/scuole/17434/co-convitto-naz-cicognini,0,0,0.00,0.08,9570,"[54,41,79,54,41,54,54,54,24,100,79,66]",2026-02-25,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic gioiosa marea,31,31,590,34,0.00,https://www.scuoladvisor.it/sicilia/gioiosa-marea/istituto-comprensivo,0,0,0.00,0,0,"[36,24,30,36,36,36,16,20,62,55,45,30]",2026-03-07,"Local pack, Sitelinks, Related searches",navigational,Organic
iiss einaudi,78,78,1000,45,1.03,https://www.scuoladvisor.it/scuole/42048,0,0,0.00,0,0,"[29,22,29,22,22,20,8,10,36,29,16,13]",2026-03-06,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
iiss einaudi,82,82,1000,45,1.03,https://www.scuoladvisor.it/scuole/42048,0,0,0.00,0,0,"[29,22,29,22,22,20,8,10,36,29,16,13]",2026-03-06,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo filadelfia,20,20,140,20,0.00,https://www.scuoladvisor.it/scuole/23475,0,0,0.00,0,9700,"[12,23,19,15,15,19,12,4,6,29,23,29]",2026-02-21,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto ventorino catania,34,34,90,25,0.00,https://www.scuoladvisor.it/scuole/108685/scuola-dellinfanzia-paritaria-francesco-ventorino,0,0,0.00,0,3510,"[7,11,9,11,7,11,7,5,5,9,11,11]",2026-02-20,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo piedimonte matese,62,62,720,25,0.00,https://www.scuoladvisor.it/campania/piedimonte-matese/istituto-comprensivo,0,0,0.00,0,0,"[45,55,55,45,76,36,6,13,76,76,55,45]",2026-03-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo morosini venezia,43,43,140,18,0.00,https://www.scuoladvisor.it/scuole/7951/francesco-morosini,0,0,0.00,0,7120,"[15,18,23,18,23,23,23,28,23,54,28,23]",2026-02-11,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
i.c. sinisgalli potenza,22,22,260,22,0.00,https://www.scuoladvisor.it/scuole/15490/ite-sinisgalli-santarcangelo,0,0,0.00,0,4430,"[31,25,0,0,0,0,0,0,0,31,37,31]",2026-02-09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic taggia,13,13,140,28,0.00,https://www.scuoladvisor.it/scuole/35438/ic-taggia-valle-argentina,0,0,0.00,0,17100,"[12,19,12,15,15,10,19,12,19,36,5,5]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
via g bovio,78,78,210,26,0.00,https://www.scuoladvisor.it/scuole/29115/cicciano-ic-primaria-g-bovio,0,0,0.00,0.01,262000,"[28,43,53,43,43,82,66,43,53,66,43,66]",2026-02-10,"Knowledge panel, Video","informational, transactional",Organic
istituto comprensivo segni,30,30,1000,29,0.00,https://www.scuoladvisor.it/lazio/segni/istituto-comprensivo,0,0,0.00,0,0,"[44,36,24,20,36,24,5,10,44,36,36,20]",2026-03-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic via xvi settembre civitavecchia,39,39,110,17,0.00,https://www.scuoladvisor.it/scuole/1282,0,0,0.00,0,8230,"[7,12,35,43,53,35,23,5,7,28,43,43]",2026-02-27,"Knowledge panel, People also ask, Related searches",navigational,Organic
liceo scientifico forte dei marmi,31,31,170,26,0.00,https://www.scuoladvisor.it/scuole/27012/michelangelo,0,0,0.00,0.01,52200,"[1,8,100,1,1,1,10,10,1,8,1,10]",2026-02-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
buonarroti mondragone,56,56,90,6,0.00,https://www.scuoladvisor.it/scuole/14574/mondragone-arcobaleno-mond1,0,0,0.00,0,11600,"[14,78,78,100,78,78,64,28,21,78,64,64]",2026-02-07,"Image, Related searches, See results about",informational,Organic
ipia fermi,72,72,880,10,0.00,https://www.scuoladvisor.it/scuole/1327,0,0,0.00,0,15200,"[36,54,41,54,30,30,20,10,20,66,41,20]",2026-02-22,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
ic rita levi montalcini,90,90,2400,36,0.00,https://www.scuoladvisor.it/scuole/41213/ic-rita-levi-montalcini,0,0,0.00,0.03,0,"[29,23,29,29,44,23,23,19,29,29,23,35]",2026-03-06,"Local pack, Video, Related searches",commercial,Organic
pascal verolanuova,26,26,90,25,0.00,https://www.scuoladvisor.it/scuole/22559/verolanuova-sezassispascalmanerbio,0,0,0.00,0.33,5400,"[66,66,66,66,42,80,42,19,14,42,23,23]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo aristide gabelli - bari s.spirito,20,20,110,25,0.00,https://www.scuoladvisor.it/scuole/32568/ic-aristide-gabelli,0,0,0.00,0.04,1310,"[43,43,0,0,0,0,0,0,0,100,66,82]",2026-02-07,"Knowledge panel, Sitelinks, Image",navigational,Organic
ic belmonte calabro,56,56,720,9,0.00,https://www.scuoladvisor.it/calabria/belmonte-calabro/istituto-comprensivo,0,0,0.00,0,0,"[55,24,13,20,55,24,8,20,81,81,81,45]",2026-03-09,"Knowledge panel, Related searches",navigational,Organic
istituto comprensivo statale di via palmieri milano,80,80,260,,0.00,https://www.scuoladvisor.it/scuole/9528/ic-palmieri-s-giovbosco,0,0,0.00,0.05,9090,"[18,54,44,35,28,35,28,18,18,100,44,44]",2026-02-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
carta docente 2026,81,81,5400,25,0.78,https://www.scuoladvisor.it/notizie/carta-del-docente-2025-2026-guida-completa-novita-importo-e-cosa-si-puo,0,0,0.00,0.01,119000000,"[0,0,0,0,0,0,1,4,81,100,36,54]",2026-04-02,"Video, Image, Video Carousel, Related searches",informational,Organic
ic umberto i lanciano,24,24,90,25,0.00,https://www.scuoladvisor.it/scuole/47309,0,0,0.00,0.33,17200,"[23,33,42,52,33,33,52,100,52,52,9,9]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
steingavirate,29,29,1900,25,0.00,https://www.scuoladvisor.it/scuole/20079,0,0,0.00,0,4440,"[12,19,12,12,8,16,23,16,23,100,16,16]",2026-02-24,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic limatola,34,34,1300,28,0.00,https://www.scuoladvisor.it/campania/limatola/istituto-comprensivo,0,0,0.00,0,0,"[29,29,54,36,22,36,36,5,8,29,54,43]",2026-03-06,"Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo luigi di prisco,15,15,70,25,0.00,https://www.scuoladvisor.it/scuole/39395/ic-luigi-di-prisco,0,0,0.00,0.01,13000,"[11,11,52,64,41,52,41,29,41,82,100,41]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ettore majorana avezzano,31,31,110,29,0.00,https://www.scuoladvisor.it/scuole/31150,0,0,0.00,0,8330,"[17,28,23,28,17,28,28,23,28,53,28,23]",2026-02-13,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
dalcero,22,22,320,32,0.00,https://www.scuoladvisor.it/scuole/26820/isiss-mo-luciano-dal-cero,0,0,0.00,0.02,238000,"[2,13,0,0,5,7,3,0,0,100,52,8]",2026-02-06,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches","navigational, transactional",Organic
istituto rita levi montalcini santa maria capua vetere,13,13,70,19,0.00,https://www.scuoladvisor.it/scuole/24073/ic-2-rita-levi-montalcini,0,0,0.00,0.33,2860,"[53,42,42,42,53,53,7,7,7,7,7,7]",2026-02-10,"Sitelinks, Video, Image, Related searches",navigational,Organic
istituto omnicomprensivo san salvo,43,43,320,12,0.00,https://www.scuoladvisor.it/scuole/18899,0,0,0.00,0,19900,"[36,29,36,36,23,29,19,10,10,36,67,67]",2026-02-20,"Local pack, Video Carousel, Related searches","commercial, navigational",Organic
belotti bergamo,67,67,880,34,0.00,https://www.scuoladvisor.it/scuole/2857/,0,0,0.00,0,627000,"[30,34,24,24,16,20,30,24,16,44,44,24]",2026-02-23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto enrico fermi roma,82,82,260,29,1.29,https://www.scuoladvisor.it/scuole/16678,0,0,0.00,0.06,1060000,"[29,54,44,29,19,23,29,23,23,54,44,36]",2026-02-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic cambellotti - plesso sc. primaria,14,14,90,,0.00,https://www.scuoladvisor.it/scuole/41929/d-cambellotti-infanzia-cu,0,0,0.00,0.06,973,"[9,52,52,33,23,33,33,66,52,80,42,33]",2026-02-10,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
istituto comprensivo nerviano,44,44,1900,29,0.00,https://www.scuoladvisor.it/lombardia/nerviano/istituto-comprensivo,0,0,0.00,0.01,6810,"[43,36,36,36,36,54,36,20,16,65,65,54]",2026-02-28,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
itis portogruaro,58,58,590,11,0.00,https://www.scuoladvisor.it/veneto/portogruaro/istituto-superiore,0,0,0.00,0,0,"[13,36,16,20,20,24,30,0,66,24,30,41]",2026-03-06,"Knowledge panel, Video, Image, Related searches",navigational,Organic
ic nosengo petrosino,20,20,260,31,0.00,https://www.scuoladvisor.it/scuole/29043,0,0,0.00,0,1830,"[23,29,19,23,29,29,23,4,19,100,100,66]",2026-02-12,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
itis pascal labaro,43,43,140,20,1.25,https://www.scuoladvisor.it/scuole/10969/biagio-pascal,0,0,0.00,0.03,668,"[42,42,42,26,26,65,65,19,26,100,65,80]",2026-02-07,"Knowledge panel, Image, Related searches",navigational,Organic
casa reclusione turi,55,55,210,16,0.00,https://www.scuoladvisor.it/scuole/30951,0,0,0.00,0.02,13600,"[7,5,53,53,53,66,66,66,53,53,100,82]",2026-02-19,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
via del palasaccio,42,42,170,26,0.00,https://www.scuoladvisor.it/scuole/7981/scuola-infanzia-fontanelle,0,0,0.00,0.03,3030,"[80,66,66,100,100,66,66,66,33,80,100,100]",2026-02-06,"Knowledge panel, Video, Image",informational,Organic
istituto comprensivo costigliole d'asti,30,30,90,26,0.00,https://www.scuoladvisor.it/piemonte/costigliole-d-asti/istituto-comprensivo,0,0,0.00,0,6100,"[33,33,42,33,33,33,52,33,42,80,33,33]",2026-03-03,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
istituto comprensivo coccaglio,19,19,90,25,0.00,https://www.scuoladvisor.it/lombardia/coccaglio/istituto-comprensivo,0,0,0.00,0,6010,"[6,15,12,9,12,12,12,6,9,36,15,15]",2026-02-27,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
colombo chirignago,27,27,90,15,0.00,https://www.scuoladvisor.it/scuole/37562/c-colombo,0,0,0.00,0,8800,"[11,64,64,64,82,11,82,29,17,82,41,41]",2026-02-07,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
g.d. romagnosi,22,22,320,42,0.00,https://www.scuoladvisor.it/scuole/19267/isis-gd-romagnosi,0,0,0.00,0,40800,"[20,20,0,0,0,0,0,0,0,36,41,36]",2026-02-09,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto colombo,61,61,320,36,0.00,https://www.scuoladvisor.it/scuole/9882/cristoforo-colombo,0,0,0.00,0.03,4640000,"[28,54,44,54,35,35,35,35,28,100,66,66]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
istituto colombo,90,90,320,36,0.00,https://www.scuoladvisor.it/scuole/1981/cristoforo-colombo,0,0,0.00,0.03,4640000,"[28,54,44,54,35,35,35,35,28,100,66,66]",2026-02-07,"Local pack, Video, Related searches",commercial,Organic
iis fermi cz,42,42,110,29,0.00,https://www.scuoladvisor.it/scuole/17837,0,0,0.00,0,17000,"[23,43,35,28,28,35,28,12,10,43,17,17]",2026-02-13,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Short videos",navigational,Organic
iis fermi cz,47,47,110,29,0.00,https://www.scuoladvisor.it/scuole/17837,0,0,0.00,0,17000,"[23,43,35,28,28,35,28,12,10,43,17,17]",2026-02-13,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Short videos",navigational,Organic
ic via maniago,29,29,880,38,0.00,https://www.scuoladvisor.it/scuole/22014,0,0,0.00,0,25200,"[37,46,37,46,46,68,46,13,13,68,100,68]",2026-02-27,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
calolziocorte cap,60,60,880,23,0.00,https://www.scuoladvisor.it/scuole/33965/calolziocorte-cap,0,0,0.00,0,149000,"[88,88,72,88,72,88,88,100,59,88,88,88]",2026-02-21,"Instant answer, Image, People also ask, Related searches",informational,Organic
istituto giovanni falcone roma,76,76,70,23,0.00,https://www.scuoladvisor.it/scuole/27431,0,0,0.00,0.03,918000,"[19,42,33,42,23,33,9,9,9,52,9,66]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto giovanni falcone roma,86,86,70,23,0.00,https://www.scuoladvisor.it/scuole/27431,0,0,0.00,0.03,918000,"[19,42,33,42,23,33,9,9,9,52,9,66]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic antonelli bellinzago,23,23,90,15,0.00,https://www.scuoladvisor.it/scuole/4999,0,0,0.00,0,2350,"[7,26,34,26,34,26,53,65,53,65,26,26]",2026-02-12,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
ics lendinara,24,24,480,32,0.00,https://www.scuoladvisor.it/veneto/lendinara/istituto-comprensivo,0,0,0.00,0,0,"[30,24,20,24,20,24,16,24,100,20,30,30]",2026-03-07,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
icgaribaldi,32,32,170,36,0.00,https://www.scuoladvisor.it/scuole/25212/ic-garibaldi,0,0,0.00,0.01,11300,"[3,3,13,25,3,16,4,5,0,13,11,7]",2026-02-09,"Local pack, Image, Related searches",informational,Organic
i.c don andrea santoro,11,11,140,,0.00,https://www.scuoladvisor.it/scuole/13828/ic-don-andrea-santoro,0,0,0.00,0,180000,"[13,11,0,0,0,0,0,0,0,25,16,16]",2026-02-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ic calasanzio,30,30,590,33,0.00,https://www.scuoladvisor.it/scuole/10693,0,0,0.00,0,7330,"[54,54,67,67,54,100,67,15,12,100,100,54]",2026-02-24,"Local pack, Sitelinks, Video, People also ask, Related searches","commercial, navigational",Organic
iis raffaello,14,14,320,40,0.00,https://www.scuoladvisor.it/scuole/40429/iis-raffaello,0,0,0.00,0,58400,"[20,24,20,24,20,24,24,16,16,36,30,30]",2026-02-06,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
icvescovato,12,12,90,38,0.00,https://www.scuoladvisor.it/scuole/43320,0,0,0.00,0.33,1490,"[7,13,0,1,1,0,0,0,0,3,0,0]",2026-02-16,"Knowledge panel, Image pack, Sitelinks, Related searches",navigational,Organic
f. de sanctis,83,83,140,26,0.00,https://www.scuoladvisor.it/scuole/30871,0,0,0.00,0,3390000,"[24,30,0,0,0,0,0,0,0,45,24,0]",2026-02-23,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
ic2 rita levi montalcini,52,52,320,32,0.00,https://www.scuoladvisor.it/scuole/41213/ic-rita-levi-montalcini,0,0,0.00,0,1740,"[16,30,30,30,30,30,20,3,5,24,24,20]",2026-03-04,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
ic diano marina,45,45,170,26,0.00,https://www.scuoladvisor.it/liguria/diano-marina/istituto-comprensivo,0,0,0.00,0,289000,"[18,18,18,28,18,28,23,23,54,66,28,23]",2026-03-13,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
i.i.s.s. marco fanno,31,31,70,25,0.00,https://www.scuoladvisor.it/scuole/26734/iiss-marco-fanno,0,0,0.00,0,13800,"[100,0,0,0,0,0,0,0]",2026-02-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto leonardo da vinci santa maria capua vetere,23,23,90,10,0.00,https://www.scuoladvisor.it/scuole/11564/leonardo-da-vinci-smaria-cv,0,0,0.00,0.01,17000,"[26,26,26,26,19,19,53,34,34,100,53,26]",2026-02-10,"Knowledge panel, Image, Related searches",informational,Organic
tanari bologna,51,51,320,27,1.23,https://www.scuoladvisor.it/scuole/13182/iis-manfredi-tanari,0,0,0.00,0.04,119000,"[54,54,29,29,23,19,36,23,29,54,44,36]",2026-02-14,"Sitelinks, Video, Image, People also ask, Related searches, See results about",navigational,Organic
ics polo ovest,40,40,70,14,0.00,https://www.scuoladvisor.it/scuole/2178,0,0,0.00,0.33,16900,"[3,4,1,1,8,8,1,1,1,1,8,8]",2026-02-25,"Local pack, Related searches","commercial, navigational",Organic
ics marchirolo,25,25,1000,25,0.00,https://www.scuoladvisor.it/lombardia/marchirolo/istituto-comprensivo,0,0,0.00,0,161,"[41,41,100,66,100,36,10,20,41,24,20,10]",2026-03-06,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
bovino deliceto,60,60,70,18,0.00,https://www.scuoladvisor.it/scuole/17601/iiss-bovino-deliceto-iocbov-del,0,0,0.00,0.01,66200,"[64,35,35,50,50,64,50,64,50,14,100,14]",2026-02-06,"Video, Image, People also ask, Related searches",informational,Organic
duca abruzzi palermo,82,82,880,28,0.00,https://www.scuoladvisor.it/scuole/11655,0,0,0.00,0,535000,"[16,34,44,44,11,44,13,13,34,65,24,44]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
claudio abbado vimodrone,23,23,210,32,0.00,https://www.scuoladvisor.it/scuole/26725,0,0,0.00,0,1660,"[53,66,66,66,53,53,35,12,12,100,66,53]",2026-02-26,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto salvatore quasimodo,42,42,140,34,0.00,https://www.scuoladvisor.it/scuole/49677/ic-quasimodo-amato,0,0,0.00,0.06,347000,"[15,15,18,18,18,18,18,8,18,35,35,44]",2026-02-07,"Local pack, Video, Image, Video Carousel, Related searches",commercial,Organic
istituto salvatore quasimodo,67,67,140,34,0.00,https://www.scuoladvisor.it/scuole/4070,0,0,0.00,0.06,347000,"[15,15,18,18,18,18,18,8,18,35,35,44]",2026-02-07,"Local pack, Video, Image, Video Carousel, Related searches",commercial,Organic
